"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",6,3,7,4,0.6,0.3,-0.104828483672192
"casebase.lambda.1se",5,5,5,5,0.5,0.5,0
"casebase.lambda.0.5se",5,4,6,5,0.5,0.4,-0.100503781525921
"casebase.lambda.min0.5se",6,1,9,4,0.6,0.1,-0.346410161513775
"casebase.lambda.min1se",7,1,9,3,0.7,0.1,-0.25
"cox",5,4,6,5,0.5,0.4,-0.100503781525921
