"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",2,4,6,8,0.2,0.4,-0.408248290463863
"casebase.lambda.1se",0,9,1,10,0,0.9,-0.229415733870562
"casebase.lambda.0.5se",1,9,1,9,0.1,0.9,0
"casebase.lambda.min0.5se",3,4,6,7,0.3,0.4,-0.301511344577764
"casebase.lambda.min1se",4,3,7,6,0.4,0.3,-0.301511344577764
"cox",4,7,3,6,0.4,0.7,0.104828483672192
