"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",1,6,4,9,0.1,0.6,-0.346410161513775
"casebase.lambda.1se",1,10,0,9,0.1,1,0.229415733870562
"casebase.lambda.0.5se",1,9,1,9,0.1,0.9,0
"casebase.lambda.min0.5se",3,3,7,7,0.3,0.3,-0.4
"casebase.lambda.min1se",3,3,7,7,0.3,0.3,-0.4
"cox",6,5,5,4,0.6,0.5,0.100503781525921
