"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",0,100,0,20,0,1,NA
"cox.lambda.min",19,69,31,1,0.95,0.69,0.483794525451811
"cens.prop",0.46,0.31,0.23,0,0,0,0
