"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",17,87,13,3,0.85,0.87,0.619677335393187
"cox.lambda.min",18,73,27,2,0.9,0.73,0.484974226119286
"cens.prop",0.4675,0.3125,0.22,0,0,0,0
