"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",17,89,11,3,0.85,0.89,0.652039323586473
"cox.lambda.min",15,75,25,5,0.75,0.75,0.395284707521047
"cens.prop",0.4925,0.295,0.2125,0,0,0,0
