"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",17,97,3,3,0.85,0.97,0.82
"cox.lambda.min",18,80,20,2,0.9,0.8,0.56080814601494
"cens.prop",0.4625,0.315,0.2225,0,0,0,0
