"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",8,98,2,12,0.4,0.98,0.512391895472064
"cox.lambda.min",13,79,21,7,0.65,0.79,0.363897431468367
"cens.prop",0.53,0.2775,0.1925,0,0,0,0
