"","V1"
"cox.lambda.min",509.04017392353
"mtool.cv.lambda.min",2282.82605132424
"mtool.relaxed.lambda.min.no.pen",1962.77008140957
"mtool.relaxed.lambda.min.pen",2301.80688444194
