"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",5,99,1,15,0.25,0.99,0.410391340834062
"cox.lambda.min",17,73,27,3,0.85,0.73,0.448548963045066
"cens.prop",0.2975,0.4125,0.29,0,0,0,0
