"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",17,90,10,3,0.85,0.9,0.669349440752082
"cox.lambda.min",19,65,35,1,0.95,0.65,0.449466574975495
"cens.prop",0.285,0.3975,0.3175,0,0,0,0
