"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",20,59,41,0,1,0.59,0.439821126085162
"cox.lambda.min",17,85,15,3,0.85,0.85,0.589924879655337
"cens.prop",0.2725,0.45,0.2775,0,0,0,0
