"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",14,93,7,6,0.7,0.93,0.617914380653325
"cox.lambda.min",17,59,41,3,0.85,0.59,0.328138986803967
"cens.prop",0.28,0.43,0.29,0,0,0,0
