"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",17,97,3,3,0.85,0.97,0.82
"cox.lambda.min",16,71,29,4,0.8,0.71,0.392598183048946
"cens.prop",0.3125,0.385,0.3025,0,0,0,0
