"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",18,93,7,2,0.9,0.93,0.761660236450265
"cox.lambda.min",16,72,28,4,0.8,0.72,0.402147346178335
"cens.prop",0.2975,0.435,0.2675,0,0,0,0
