"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",19,89,11,1,0.95,0.89,0.722956891292051
"cox.lambda.min",15,77,23,5,0.75,0.77,0.416600337039669
"cens.prop",0.23,0.4175,0.3525,0,0,0,0
