"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",20,90,10,0,1,0.9,0.774596669241483
"cox.lambda.min",19,79,21,1,0.95,0.79,0.58502136713115
"cens.prop",0.2475,0.3725,0.38,0,0,0,0
