"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",6,97,3,14,0.3,0.97,0.382028723980208
"cox.lambda.min",18,73,27,2,0.9,0.73,0.484974226119286
"cens.prop",0.2725,0.34,0.3875,0,0,0,0
