"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",16,99,1,4,0.8,0.99,0.844304329086509
"cox.lambda.min",17,70,30,3,0.85,0.7,0.419920743101289
"cens.prop",0.265,0.38,0.355,0,0,0,0
