"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",14,100,0,6,0.7,1,0.812636055372001
"cox.lambda.min",17,85,15,3,0.85,0.85,0.589924879655337
"cens.prop",0.2425,0.3875,0.37,0,0,0,0
