"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",0,100,0,20,0,1,NA
"cox.lambda.min",18,76,24,2,0.9,0.76,0.515687954032345
"cens.prop",0.2375,0.3375,0.425,0,0,0,0
