"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",18,88,12,2,0.9,0.88,0.671317113342619
"cox.lambda.min",17,77,23,3,0.85,0.77,0.490153037326099
"cens.prop",0.24,0.3925,0.3675,0,0,0,0
