"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",1,12,3,4,0.2,0.8,0
"casebase.lambda.1se",0,15,0,5,0,1,NA
"casebase.lambda.0.5se",0,15,0,5,0,1,NA
"casebase.lambda.min0.5se",3,10,5,2,0.6,0.666666666666667,0.235702260395516
"casebase.lambda.min1se",5,10,5,0,1,0.666666666666667,0.577350269189626
"cox",2,8,7,3,0.4,0.533333333333333,-0.0580258853185659
