"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",0,15,0,5,0,1,NA
"casebase.lambda.1se",0,15,0,5,0,1,NA
"casebase.lambda.0.5se",0,15,0,5,0,1,NA
"casebase.lambda.min0.5se",1,12,3,4,0.2,0.8,0
"casebase.lambda.min1se",1,8,7,4,0.2,0.533333333333333,-0.235702260395516
"cox",1,5,10,4,0.2,0.333333333333333,-0.406181197229962
