"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",0,12,3,5,0,0.8,-0.242535625036333
"casebase.lambda.1se",0,15,0,5,0,1,NA
"casebase.lambda.0.5se",0,15,0,5,0,1,NA
"casebase.lambda.min0.5se",2,10,5,3,0.4,0.666666666666667,0.0605227532668802
"casebase.lambda.min1se",4,6,9,1,0.8,0.4,0.181568259800641
"cox",4,8,7,1,0.8,0.533333333333333,0.29012942659283
