"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",2,9,6,3,0.4,0.6,0
"casebase.lambda.1se",0,15,0,5,0,1,NA
"casebase.lambda.0.5se",0,15,0,5,0,1,NA
"casebase.lambda.min0.5se",3,5,10,2,0.6,0.333333333333333,-0.0605227532668802
"casebase.lambda.min1se",3,5,10,2,0.6,0.333333333333333,-0.0605227532668802
"cox",4,3,12,1,0.8,0.2,0
