"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",0,15,0,5,0,1,NA
"casebase.lambda.1se",0,15,0,5,0,1,NA
"casebase.lambda.0.5se",0,15,0,5,0,1,NA
"casebase.lambda.min0.5se",1,14,1,4,0.2,0.933333333333333,0.192450089729875
"casebase.lambda.min1se",3,13,2,2,0.6,0.866666666666667,0.466666666666667
"cox",5,6,9,0,1,0.4,0.377964473009227
