"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",1,15,0,4,0.2,1,0.397359707119513
"casebase.lambda.1se",0,15,0,5,0,1,NA
"casebase.lambda.0.5se",0,15,0,5,0,1,NA
"casebase.lambda.min0.5se",1,10,5,4,0.2,0.666666666666667,-0.125988157669742
"casebase.lambda.min1se",2,6,9,3,0.4,0.4,-0.174077655955698
"cox",2,3,12,3,0.4,0.2,-0.377964473009227
