"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",0,13,2,5,0,0.866666666666667,-0.192450089729875
"casebase.lambda.1se",0,15,0,5,0,1,NA
"casebase.lambda.0.5se",0,15,0,5,0,1,NA
"casebase.lambda.min0.5se",1,8,7,4,0.2,0.533333333333333,-0.235702260395516
"casebase.lambda.min1se",1,7,8,4,0.2,0.466666666666667,-0.29012942659283
"cox",1,7,8,4,0.2,0.466666666666667,-0.29012942659283
