"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",2,8,2,8,0.2,0.8,0
"casebase.lambda.1se",1,9,1,9,0.1,0.9,0
"casebase.lambda.0.5se",2,9,1,8,0.2,0.9,0.140028008402801
"casebase.lambda.min0.5se",4,3,7,6,0.4,0.3,-0.301511344577764
"casebase.lambda.min1se",5,3,7,5,0.5,0.3,-0.204124145231932
"cox",4,5,5,6,0.4,0.5,-0.100503781525921
