"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",5,8,2,5,0.5,0.8,0.314485451016575
"casebase.lambda.1se",3,10,0,7,0.3,1,0.420084025208403
"casebase.lambda.0.5se",3,10,0,7,0.3,1,0.420084025208403
"casebase.lambda.min0.5se",5,8,2,5,0.5,0.8,0.314485451016575
"casebase.lambda.min1se",5,6,4,5,0.5,0.6,0.100503781525921
"cox",4,7,3,6,0.4,0.7,0.104828483672192
