"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",1,9,1,9,0.1,0.9,0
"casebase.lambda.1se",0,10,0,10,0,1,NA
"casebase.lambda.0.5se",1,9,1,9,0.1,0.9,0
"casebase.lambda.min0.5se",5,4,6,5,0.5,0.4,-0.100503781525921
"casebase.lambda.min1se",6,2,8,4,0.6,0.2,-0.218217890235992
"cox",1,7,3,9,0.1,0.7,-0.25
