"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",2,7,3,8,0.2,0.7,-0.115470053837925
"casebase.lambda.1se",1,9,1,9,0.1,0.9,0
"casebase.lambda.0.5se",1,9,1,9,0.1,0.9,0
"casebase.lambda.min0.5se",2,5,5,8,0.2,0.5,-0.314485451016575
"casebase.lambda.min1se",3,4,6,7,0.3,0.4,-0.301511344577764
"cox",2,6,4,8,0.2,0.6,-0.218217890235992
