"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",7,4,6,3,0.7,0.4,0.104828483672192
"casebase.lambda.1se",7,6,4,3,0.7,0.6,0.301511344577764
"casebase.lambda.0.5se",7,5,5,3,0.7,0.5,0.204124145231932
"casebase.lambda.min0.5se",8,2,8,2,0.8,0.2,0
"casebase.lambda.min1se",8,2,8,2,0.8,0.2,0
"cox",7,2,8,3,0.7,0.2,-0.115470053837925
