"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",0,10,0,10,0,1,NA
"casebase.lambda.1se",0,10,0,10,0,1,NA
"casebase.lambda.0.5se",0,10,0,10,0,1,NA
"casebase.lambda.min0.5se",2,8,2,8,0.2,0.8,0
"casebase.lambda.min1se",3,6,4,7,0.3,0.6,-0.104828483672192
"cox",4,6,4,6,0.4,0.6,0
