"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",4,7,3,6,0.4,0.7,0.104828483672192
"casebase.lambda.1se",2,9,1,8,0.2,0.9,0.140028008402801
"casebase.lambda.0.5se",3,7,3,7,0.3,0.7,0
"casebase.lambda.min0.5se",7,5,5,3,0.7,0.5,0.204124145231932
"casebase.lambda.min1se",10,4,6,0,1,0.4,0.5
"cox",5,4,6,5,0.5,0.4,-0.100503781525921
