"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",2,9,1,8,0.2,0.9,0.140028008402801
"casebase.lambda.1se",2,10,0,8,0.2,1,0.333333333333333
"casebase.lambda.0.5se",2,10,0,8,0.2,1,0.333333333333333
"casebase.lambda.min0.5se",3,7,3,7,0.3,0.7,0
"casebase.lambda.min1se",5,6,4,5,0.5,0.6,0.100503781525921
"cox",6,7,3,4,0.6,0.7,0.301511344577764
