"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",5,9,1,5,0.5,0.9,0.436435780471985
"casebase.lambda.1se",3,10,0,7,0.3,1,0.420084025208403
"casebase.lambda.0.5se",3,9,1,7,0.3,0.9,0.25
"casebase.lambda.min0.5se",5,9,1,5,0.5,0.9,0.436435780471985
"casebase.lambda.min1se",6,7,3,4,0.6,0.7,0.301511344577764
"cox",8,6,4,2,0.8,0.6,0.408248290463863
