"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",7,6,4,3,0.7,0.6,0.301511344577764
"casebase.lambda.1se",2,9,1,8,0.2,0.9,0.140028008402801
"casebase.lambda.0.5se",3,8,2,7,0.3,0.8,0.115470053837925
"casebase.lambda.min0.5se",7,6,4,3,0.7,0.6,0.301511344577764
"casebase.lambda.min1se",7,6,4,3,0.7,0.6,0.301511344577764
"cox",8,6,4,2,0.8,0.6,0.408248290463863
