"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",2,9,1,8,0.2,0.9,0.140028008402801
"casebase.lambda.1se",1,9,1,9,0.1,0.9,0
"casebase.lambda.0.5se",1,9,1,9,0.1,0.9,0
"casebase.lambda.min0.5se",4,6,4,6,0.4,0.6,0
"casebase.lambda.min1se",4,3,7,6,0.4,0.3,-0.301511344577764
"cox",8,4,6,2,0.8,0.4,0.218217890235992
