"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",5,3,7,5,0.5,0.3,-0.204124145231932
"casebase.lambda.1se",2,5,5,8,0.2,0.5,-0.314485451016575
"casebase.lambda.0.5se",3,4,6,7,0.3,0.4,-0.301511344577764
"casebase.lambda.min0.5se",10,0,10,0,1,0,NA
"casebase.lambda.min1se",10,0,10,0,1,0,NA
"cox",6,3,7,4,0.6,0.3,-0.104828483672192
