"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",10,0,10,0,1,0,NA
"casebase.lambda.1se",9,1,9,1,0.9,0.1,0
"casebase.lambda.0.5se",9,1,9,1,0.9,0.1,0
"casebase.lambda.min0.5se",10,0,10,0,1,0,NA
"casebase.lambda.min1se",10,0,10,0,1,0,NA
"cox",6,5,5,4,0.6,0.5,0.100503781525921
